Standard Number,Standard Version,Standard Title,Standard Level,Standard Type,Assessment Type,Credits,Domain,Standard Status,Standard Version Status
90852,2,"Explain significant connection(s) across texts, using supporting evidence",1,Achievement,Internal,4,English Written Language,Expired,Current
90853,2,Use information literacy skills to form conclusion(s),1,Achievement,Internal,4,English Written Language,Expired,Current
90854,2,"Form personal responses to independently read texts, supported by evidence",1,Achievement,Internal,4,English Written Language,Expired,Current
90855,3,Create a visual text,1,Achievement,Internal,3,English Visual Language,Expired,Current
90856,2,"Show understanding of visual and/or oral text(s) through close viewing and/or listening, using supporting evidence",1,Achievement,Internal,3,English Visual Language,Expired,Current
90857,2,Construct and deliver an oral text,1,Achievement,Internal,3,English Oral Language,Expired,Current
90858,3,Compose dance sequences for given briefs,1,Achievement,Internal,6,Dance Choreography,Expired,Current
90859,3,Demonstrate ensemble skills in a dance,1,Achievement,Internal,4,Dance Performance,Expired,Current
90860,3,Demonstrate understanding of the elements of dance,1,Achievement,Internal,4,Dance Perspectives,Expired,Current
90861,3,Demonstrate understanding of a dance performance,1,Achievement,External,4,Dance Perspectives,Expired,Current
90862,2,"Translate adapted Latin text into English, demonstrating understanding",1,Achievement,External,6,Latin,Expired,Current
90863,2,Demonstrate understanding of adapted Latin text,1,Achievement,External,5,Latin,Expired,Current
90864,2,Demonstrate understanding of studied Latin literary text(s),1,Achievement,Internal,6,Latin,Expired,Current
90865,2,Present a Roman viewpoint,1,Achievement,Internal,4,Latin,Expired,Current
90866,2,Demonstrate understanding of Latin in current use,1,Achievement,Internal,3,Latin,Expired,Current
90867,2,Write short Latin sentences that demonstrate understanding of Latin,1,Achievement,Internal,3,Latin,Expired,Current
90868,2,Demonstrate understanding of a variety of spoken Chinese texts on areas of most immediate relevance,1,Achievement,External,5,Chinese,Expired,Current
90869,2,Give a spoken presentation in Chinese that communicates a personal response,1,Achievement,Internal,4,Chinese,Expired,Current
90870,2,"Interact using spoken Chinese to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Chinese,Expired,Current
90871,2,Demonstrate understanding of a variety of Chinese texts on areas of most immediate relevance,1,Achievement,External,5,Chinese,Expired,Current
90872,2,Write a variety of text types in Chinese on areas of most immediate relevance,1,Achievement,Internal,5,Chinese,Expired,Current
90873,2,Demonstrate understanding of a variety of spoken Cook Islands Maori texts on areas of most immediate relevance,1,Achievement,External,5,Cook Islands Maori,Expired,Current
90874,2,Give a spoken presentation in Cook Islands Maori that communicates a personal response,1,Achievement,Internal,4,Cook Islands Maori,Expired,Current
90875,2,"Interact using spoken Cook Islands Maori to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Cook Islands Maori,Expired,Current
90876,2,Demonstrate understanding of a variety of Cook Islands Maori texts on areas of most immediate relevance,1,Achievement,External,5,Cook Islands Maori,Expired,Current
90877,2,Write a variety of text types in Cook Islands Maori on areas of most immediate relevance,1,Achievement,Internal,5,Cook Islands Maori,Expired,Current
90878,2,Demonstrate understanding of a variety of spoken French texts on areas of most immediate relevance,1,Achievement,External,5,French,Expired,Current
90879,2,Give a spoken presentation in French that communicates a personal response,1,Achievement,Internal,4,French,Expired,Current
90880,2,"Interact using spoken French to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,French,Expired,Current
90881,2,Demonstrate understanding of a variety of French texts on areas of most immediate relevance,1,Achievement,External,5,French,Expired,Current
90882,2,Write a variety of text types in French on areas of most immediate relevance,1,Achievement,Internal,5,French,Expired,Current
90883,2,Demonstrate understanding of a variety of spoken German texts on areas of most immediate relevance,1,Achievement,External,5,German,Expired,Current
90884,2,Give a spoken presentation in German that communicates a personal response,1,Achievement,Internal,4,German,Expired,Current
90885,2,"Interact using spoken German to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,German,Expired,Current
90886,2,Demonstrate understanding of a variety of German texts on areas of most immediate relevance,1,Achievement,External,5,German,Expired,Current
90887,2,Write a variety of text types in German on areas of most immediate relevance,1,Achievement,Internal,5,German,Expired,Current
90888,1,Demonstrate understanding of a variety of spoken Indonesian texts on areas of most immediate relevance,1,Achievement,External,5,Indonesian,Expired,Current
90889,1,Give a spoken presentation in Indonesian that communicates a personal response,1,Achievement,Internal,4,Indonesian,Expired,Current
90890,1,"Interact using spoken Indonesian to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Indonesian,Expired,Current
90891,1,Demonstrate understanding of a variety of Indonesian texts on areas of most immediate relevance,1,Achievement,External,5,Indonesian,Expired,Current
90892,1,Write a variety of text types in Indonesian on areas of most immediate relevance,1,Achievement,Internal,5,Indonesian,Expired,Current
90893,2,Demonstrate understanding of a variety of spoken Japanese texts on areas of most immediate relevance,1,Achievement,External,5,Japanese,Expired,Current
90894,2,Give a spoken presentation in Japanese that communicates a personal response,1,Achievement,Internal,4,Japanese,Expired,Current
90895,2,"Interact using spoken Japanese to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Japanese,Expired,Current
90896,2,Demonstrate understanding of a variety of Japanese texts on areas of most immediate relevance,1,Achievement,External,5,Japanese,Expired,Current
90897,2,Write a variety of text types in Japanese on areas of most immediate relevance,1,Achievement,Internal,5,Japanese,Expired,Current
90898,1,Demonstrate understanding of a variety of spoken Korean texts on areas of most immediate relevance,1,Achievement,External,5,Korean,Expired,Current
90899,1,Give a spoken presentation in Korean that communicates a personal response,1,Achievement,Internal,4,Korean,Expired,Current
90900,1,"Interact using spoken Korean to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Korean,Expired,Current
90901,1,Demonstrate understanding of a variety of Korean texts on areas of most immediate relevance,1,Achievement,External,5,Korean,Expired,Current
90902,1,Write a variety of text types in Korean on areas of most immediate relevance,1,Achievement,Internal,5,Korean,Expired,Current
90903,2,Demonstrate understanding of a variety of spoken Samoan texts on areas of most immediate relevance,1,Achievement,External,5,Samoan,Expired,Current
90904,2,Give a spoken presentation in Samoan that communicates a personal response,1,Achievement,Internal,4,Samoan,Expired,Current
90905,2,"Interact using spoken Samoan to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Samoan,Expired,Current
90906,2,Demonstrate understanding of a variety of Samoan texts on areas of most immediate relevance,1,Achievement,External,5,Samoan,Expired,Current
90907,2,Write a variety of text types in Samoan on areas of most immediate relevance,1,Achievement,Internal,5,Samoan,Expired,Current
90908,2,Demonstrate understanding of a variety of spoken Spanish texts on areas of most immediate relevance,1,Achievement,External,5,Spanish,Expired,Current
90909,2,Give a spoken presentation in Spanish that communicates a personal response,1,Achievement,Internal,4,Spanish,Expired,Current
90910,2,"Interact using spoken Spanish to communicate personal information, ideas and opinions in different situations",1,Achievement,Internal,5,Spanish,Expired,Current
90911,2,Demonstrate understanding of a variety of Spanish texts on areas of most immediate relevance,1,Achievement,External,5,Spanish,Expired,Current
90912,2,Write a variety of text types in Spanish on areas of most immediate relevance,1,Achievement,Internal,5,Spanish,Expired,Current
90913,4,Demonstrate understanding of art works from a Maori and another cultural context using art terminology,1,Achievement,Internal,4,Practical Art,Expired,Current
90914,3,Use drawing methods and skills for recording information using wet and dry media,1,Achievement,Internal,4,Practical Art,Expired,Current
90915,2,Use drawing conventions to develop work in more than one field of practice,1,Achievement,Internal,6,Practical Art,Expired,Current
90916,3,"Produce a body of work informed by established practice, which develops ideas, using a range of media",1,Achievement,External,12,Practical Art,Expired,Current
90917,3,Produce a finished work that demonstrates skills appropriate to cultural conventions,1,Achievement,Internal,4,Practical Art,Expired,Current
90918,2,Carry out a practical agricultural or horticultural investigation,1,Achievement,Internal,4,Agricultural and Horticultural Science,Expired,Current
90919,3,Demonstrate knowledge of soil management practices,1,Achievement,External,4,Agricultural and Horticultural Science,Expired,Current
90920,2,Demonstrate knowledge of the geographic distribution of agricultural and horticultural primary production in New Zealand,1,Achievement,Internal,3,Agricultural and Horticultural Science,Expired,Current
90921,2,Demonstrate knowledge of livestock management practices,1,Achievement,External,5,Agricultural and Horticultural Science,Expired,Current
